Date,Open,High,Low,Close,Volume,Adj Close
11/17/2015,134.220001,134.820007,133.309998,133.820007,2815100,126.659297
11/16/2015,131.789993,134.089996,131.789993,133.710007,4190800,126.555183
11/13/2015,132.949997,133,131.649994,131.75,4613800,124.700056
11/12/2015,134.699997,134.699997,133.009995,133.039993,4701400,125.921022
11/11/2015,136.089996,136.199997,134.5,135.020004,3164800,127.795082
11/10/2015,135.360001,135.740005,134.119995,135.470001,4520800,128.221
11/9/2015,137.919998,138.080002,134.880005,135.309998,8075600,128.069558
11/6/2015,138.600006,139.550003,137.869995,138.25,4744900,130.852241
11/5/2015,141.610001,142.380005,139.630005,139.889999,5096900,131.174048
11/4/2015,142.550003,142.649994,141.300003,141.630005,3516900,132.805641
11/3/2015,140.020004,142.800003,139.899994,141.880005,4349400,133.040065
11/2/2015,140.5,140.520004,139.570007,140.369995,3822200,131.624138
10/30/2015,140.440002,141.330002,139.899994,140.080002,3984000,131.352212
10/29/2015,140.360001,140.820007,139.020004,140.550003,3710400,131.79293
10/28/2015,137.919998,141.229996,137.5,140.830002,8511400,132.055483
10/27/2015,143.509995,143.830002,137.330002,137.860001,15008500,129.27053
10/26/2015,144.75,145,143.210007,143.660004,3489400,134.70916
10/23/2015,144.610001,145.490005,143.699997,144.679993,5370400,135.665597
10/22/2015,141.740005,145.070007,141.619995,144.089996,5583200,135.112361
10/21/2015,140.25,142.660004,139.300003,140.919998,6990600,132.139872
